name,url,product_id,price,price_numeric,currency,main_image,image_alt,color_count,color_images,category,scraped_at,source_url,website,color_images_count,morphology,occasion_type
ROBE,https://www.zen.com.tn/fr/produit/5270-robe,5270.0,53.94 TND,53.94,TND,https://images.zen.com.tn/uploads/8_U2_A0044_aa7c25dbbe.jpg,ROBE,1.0,https://images.zen.com.tn/uploads/8_U2_A9592a_19a7a1e255.jpg,Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,A,Soirée/Event
PANTALON,https://www.zen.com.tn/fr/produit/5296-pantalon,5296.0,35.94 TND59.90 TND,35.94,TND,https://images.zen.com.tn/uploads/8_U2_A0726_97474174ca.jpg,PANTALON,3.0,"https://images.zen.com.tn/uploads/8_U2_A9831a_541d028d8c.jpg, https://images.zen.com.tn/uploads/8_U2_A9825a_c2115b7706.jpg, https://images.zen.com.tn/uploads/8_U2_A9836a_b4db0512a1.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
T SHIRT,https://www.zen.com.tn/fr/produit/5282-t-shirt,5282.0,27.93 TND39.90 TND,27.93,TND,https://images.zen.com.tn/uploads/8_U2_A0534_7bbe74f9f6_8e1db2f222.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A9163a_7495d96dd9.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5285-t-shirt,5285.0,32.13 TND,32.13,TND,https://images.zen.com.tn/uploads/8_U2_A0497_b20ea6d778.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A9470a_e9cb381211.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5284-t-shirt,5284.0,20.93 TND29.90 TND,20.93,TND,https://images.zen.com.tn/uploads/8_U2_A3571_57192b0c90.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A9462a_4bdd665e18.jpg, https://images.zen.com.tn/uploads/8_U2_A9456a_8e28c63ec4.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5281-t-shirt,5281.0,20.93 TND29.90 TND,20.93,TND,https://images.zen.com.tn/uploads/8_U2_A0459a_0b439ad387.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A9097a_92203dbd63.jpg, https://images.zen.com.tn/uploads/8_U2_A9121a_c13cff15a1.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5283-t-shirt,5283.0,25.13 TND,25.13,TND,https://images.zen.com.tn/uploads/8_U2_A0509_a8ec44163b.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A9142a_358642869c.jpg, https://images.zen.com.tn/uploads/8_U2_A9326a_47dac482d8.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
CHEMISE,https://www.zen.com.tn/fr/produit/5168-chemise,5168.0,47.94 TND79.90 TND,47.94,TND,https://images.zen.com.tn/uploads/8_U2_A7033_63cc8cb8e6.JPG,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A9474a_67f7224f8a.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/5199-robe,5199.0,41.94 TND69.90 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A0151_18d86ff6bc_119c4ab033.jpg,ROBE,2.0,"https://images.zen.com.tn/uploads/8_U2_A1031a_f55cc80fca.jpg, https://images.zen.com.tn/uploads/8_U2_A1042a_d65682958f.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Soirée/Event
MAILLOT DE BAIN,https://www.zen.com.tn/fr/produit/5200-maillot-de-bain,5200.0,54.95 TND,54.95,TND,https://images.zen.com.tn/uploads/8_U2_A0947_4_44c9d1ec36.jpg,MAILLOT DE BAIN,1.0,https://images.zen.com.tn/uploads/8_U2_A0949a_4877f8a207.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Vacances/Plage
MAILLOT DE BAIN,https://www.zen.com.tn/fr/produit/5174-maillot-de-bain,5174.0,49.95 TND99.90 TND,49.95,TND,https://images.zen.com.tn/uploads/8_U2_A0967_1_f860993208.jpg,MAILLOT DE BAIN,2.0,"https://images.zen.com.tn/uploads/8_U2_A0958a_167e01c796.jpg, https://images.zen.com.tn/uploads/8_U2_A0971a_3e12a0f658.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Vacances/Plage
PANTALON,https://www.zen.com.tn/fr/produit/3812-pantalon,3812.0,41.94 TND69.90 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A5360_73d5350b36_f4534ab7e7.webp,PANTALON,2.0,"https://images.zen.com.tn/medias/folder_07_10_2024/8_U2_A5360aa_e3b570d090.webp, https://images.zen.com.tn/medias/folder_07_10_2024/8_U2_A5356aa_bb7eb01361.webp",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Work/Professionnel
PANTALON,https://www.zen.com.tn/fr/produit/5211-pantalon,5211.0,47.94 TND,47.94,TND,https://images.zen.com.tn/uploads/8_U2_A0584_4f5543d2e2.jpg,PANTALON,1.0,https://images.zen.com.tn/uploads/8_U2_A9537a_ed34010061.jpg,Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Work/Professionnel
PANTALON,https://www.zen.com.tn/fr/produit/5156-pantalon,5156.0,41.94 TND69.90 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A0650_e2927aecfd.jpg,PANTALON,3.0,"https://images.zen.com.tn/uploads/8_U2_A6454aa_80b5191e22.jpg, https://images.zen.com.tn/uploads/8_U2_A6462aa_82c256dc05.jpg, https://images.zen.com.tn/uploads/8_U2_A6449aa_eb0d191702.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5141-chemise,5141.0,47.94 TND79.90 TND,47.94,TND,https://images.zen.com.tn/uploads/8_U2_A9382_edd3a98de2.JPG,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A9389a_8d7e175898.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/5146-robe,5146.0,41.94 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A0405_6bd8d820ba.jpg,ROBE,1.0,https://images.zen.com.tn/uploads/8_U2_A0418d_3dd577d08e.jpg,Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,A,Soirée/Event
PANTALON,https://www.zen.com.tn/fr/produit/5140-pantalon,5140.0,41.94 TND69.90 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A1834_426b005798.jpg,PANTALON,2.0,"https://images.zen.com.tn/uploads/8_U2_A2306d_1da9901c7c.jpg, https://images.zen.com.tn/uploads/8_U2_A1858d_d780f7bd42.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Work/Professionnel
PANTACOURT,https://www.zen.com.tn/fr/produit/5095-pantacourt,5095.0,17.94 TND29.90 TND,17.94,TND,https://images.zen.com.tn/uploads/8_U2_A0557_8db79fde64.jpg,PANTACOURT,1.0,https://images.zen.com.tn/uploads/8_U2_A2738aa_9f8ae072e7.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Hiver/Froid
T SHIRT,https://www.zen.com.tn/fr/produit/5096-t-shirt,5096.0,17.94 TND,17.94,TND,https://images.zen.com.tn/uploads/8_U2_A0561_f0bd1de6b8.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A2512aa_6075ae692c.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5133-t-shirt,5133.0,32.13 TND45.90 TND,32.13,TND,https://images.zen.com.tn/uploads/8_U2_A1099_3beefc89f6.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A1849d_cbe5943069.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
TUNIQUE,https://www.zen.com.tn/fr/produit/5157-tunique,5157.0,47.94 TND79.90 TND,47.94,TND,https://images.zen.com.tn/uploads/8_U2_A6327_15747f12cb.JPG,TUNIQUE,3.0,"https://images.zen.com.tn/uploads/8_U2_A6339az_86394dbbfe.jpg, https://images.zen.com.tn/uploads/8_U2_A6333aa_7a04d776e1.jpg, https://images.zen.com.tn/uploads/8_U2_A6327aa_bd502d9c9b.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Chic/Élégant
BLOUSE,https://www.zen.com.tn/fr/produit/5098-blouse,5098.0,35.94 TND,35.94,TND,https://images.zen.com.tn/uploads/8_U2_A1645_04a742f584.jpg,BLOUSE,2.0,"https://images.zen.com.tn/uploads/8_U2_A2285aa_06a620ca94.jpg, https://images.zen.com.tn/uploads/8_U2_A1658d_601461d99c.jpg",Blouse,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5100-chemise,5100.0,41.94 TND69.90 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A9996_f6ce535a85_5c742d1e9f.jpg,CHEMISE,2.0,"https://images.zen.com.tn/uploads/8_U2_A2258aa_e47896ccf2.jpg, https://images.zen.com.tn/uploads/8_U2_A0193d_617f661075.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/5099-robe,5099.0,34.95 TND69.90 TND,34.95,TND,https://images.zen.com.tn/uploads/8_U2_A0404_876e45c790_78f04233fd.jpg,ROBE,2.0,"https://images.zen.com.tn/uploads/8_U2_A0375s_91eadab185.jpg, https://images.zen.com.tn/uploads/8_U2_A2251aa_f241026c5c.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Soirée/Event
PANTACOURT,https://www.zen.com.tn/fr/produit/5081-pantacourt,5081.0,17.94 TND,17.94,TND,https://images.zen.com.tn/uploads/8_U2_A0591_f5ecaa2367.jpg,PANTACOURT,1.0,https://images.zen.com.tn/uploads/8_U2_A2752aa_a3db1ca70b.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Hiver/Froid
PANTALON,https://www.zen.com.tn/fr/produit/5091-pantalon,5091.0,41.94 TND69.90 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A2142_50373ccf31.jpg,PANTALON,2.0,"https://images.zen.com.tn/uploads/8_U2_A2723aa_42f5c230f7.jpg, https://images.zen.com.tn/uploads/8_U2_A2718aa_170623604b.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Work/Professionnel
SOUS PULL,https://www.zen.com.tn/fr/produit/5109-sous-pull,5109.0,13.93 TND19.90 TND,13.93,TND,https://images.zen.com.tn/uploads/8_U2_A2433_28a6c9d656.JPG,SOUS PULL,1.0,https://images.zen.com.tn/uploads/8_U2_A6234aa_1adc53d369.jpg,Sweater,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Hiver/Froid
T SHIRT,https://www.zen.com.tn/fr/produit/5082-t-shirt,5082.0,17.94 TND,17.94,TND,https://images.zen.com.tn/uploads/8_U2_A0595_d5b7aa73f0.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A2527aa_03b298e023.jpg, https://images.zen.com.tn/uploads/8_U2_A2521aa_b50c71a78d.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
TUNIQUE,https://www.zen.com.tn/fr/produit/5108-tunique,5108.0,18.13 TND25.90 TND,18.13,TND,https://images.zen.com.tn/uploads/8_U2_A2351_2bc8db8675.JPG,TUNIQUE,1.0,https://images.zen.com.tn/uploads/8_U2_A2351aa_78925576cd.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Chic/Élégant
T SHIRT,https://www.zen.com.tn/fr/produit/5105-t-shirt,5105.0,20.93 TND29.90 TND,20.93,TND,https://images.zen.com.tn/uploads/8_U2_A1770_22bb2d368b_0fd78695f6.jpg,T SHIRT,2.0,"https://images.zen.com.tn/uploads/8_U2_A2299aa_11617727ac.jpg, https://images.zen.com.tn/uploads/8_U2_A2323aa_6279392266.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Casual
LIQUETTE,https://www.zen.com.tn/fr/produit/5097-liquette,5097.0,53.94 TND,53.94,TND,https://images.zen.com.tn/uploads/8_U2_A2563_1952fed42a.JPG,LIQUETTE,2.0,"https://images.zen.com.tn/uploads/8_U2_A2563aa_271bf628d3.jpg, https://images.zen.com.tn/uploads/8_U2_A2569aa_a32e22460f.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Vacances/Plage
TUNIQUE,https://www.zen.com.tn/fr/produit/5089-tunique,5089.0,18.13 TND25.90 TND,18.13,TND,https://images.zen.com.tn/uploads/8_U2_A2442_bc43a3f161.JPG,TUNIQUE,1.0,https://images.zen.com.tn/uploads/8_U2_A2442aa_047ef7229c.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Chic/Élégant
SOUS PULL,https://www.zen.com.tn/fr/produit/5126-sous-pull,5126.0,13.93 TND19.90 TND,13.93,TND,https://images.zen.com.tn/uploads/8_U2_A2413_addffbc6fd.JPG,SOUS PULL,1.0,https://images.zen.com.tn/uploads/8_U2_A2413aa_1f02e3d5f5.jpg,Sweater,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Hiver/Froid
ROBE,https://www.zen.com.tn/fr/produit/5021-robe,5021.0,41.94 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A0535_3d47cae308.jpg,ROBE,3.0,"https://images.zen.com.tn/uploads/8_U2_A0373aaa_5e4a780998.jpg, https://images.zen.com.tn/uploads/8_U2_A0380aaa_60fda9cca4.jpg, https://images.zen.com.tn/uploads/8_U2_A0386aaa_db82371673.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,A,Soirée/Event
PANTALON JEANS,https://www.zen.com.tn/fr/produit/5010-pantalon-jeans,5010.0,62.93 TND89.90 TND,62.93,TND,https://images.zen.com.tn/uploads/8_U2_A0036_976b89441b.jpg,PANTALON JEANS,1.0,https://images.zen.com.tn/uploads/Capture_d_ecran_2025_04_22_093619_23953a13eb.jpg,Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Casual
GILET,https://www.zen.com.tn/fr/produit/5055-gilet,5055.0,34.95 TND69.90 TND,34.95,TND,https://images.zen.com.tn/uploads/8_U2_A3494_137b6491c2.jpg,GILET,2.0,"https://images.zen.com.tn/uploads/8_U2_A0879aa_74c694e80d.jpg, https://images.zen.com.tn/uploads/8_U2_A0884aa_d9d427db49.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,O,Soirée/Event
T SHIRT,https://www.zen.com.tn/fr/produit/4986-t-shirt,4986.0,27.93 TND,27.93,TND,https://images.zen.com.tn/uploads/8_U2_A1332_3b6ed4671a.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A9461a_da70114db7.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5067-t-shirt,5067.0,41.93 TND59.90 TND,41.93,TND,https://images.zen.com.tn/uploads/8_U2_A3280_9dbcb8de4b.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A1045aa_a213b58a81.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5033-t-shirt,5033.0,20.93 TND29.90 TND,20.93,TND,https://images.zen.com.tn/uploads/8_U2_A0997_e361dfeeaa_9d2508d241.jpg,T SHIRT,6.0,"https://images.zen.com.tn/uploads/8_U2_A0828aa_2ab407d107.jpg, https://images.zen.com.tn/uploads/8_U2_A0834aa_122b41fab3.jpg, https://images.zen.com.tn/uploads/8_U2_A0865aa_af7e9072ab.jpg, https://images.zen.com.tn/uploads/8_U2_A0857aa_7e9e95887e.jpg, https://images.zen.com.tn/uploads/8_U2_A0852aa_4323cc05e5.jpg, https://images.zen.com.tn/uploads/8_U2_A0846aa_8fa233cd66.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,6,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5048-t-shirt,5048.0,20.93 TND,20.93,TND,https://images.zen.com.tn/uploads/8_U2_A1996_00708defcd_d93ab0aaf2.jpg,T SHIRT,4.0,"https://images.zen.com.tn/uploads/8_U2_A0808aa_7356c9e22b.jpg, https://images.zen.com.tn/uploads/8_U2_A0814aa_fa63ead8ff.jpg, https://images.zen.com.tn/uploads/8_U2_A0796aa_8697575353.jpg, https://images.zen.com.tn/uploads/8_U2_A0802aa_ea24b7e384.jpg",Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,4,H,Casual
CHEMISE,https://www.zen.com.tn/fr/produit/5056-chemise,5056.0,35.94 TND59.90 TND,35.94,TND,https://images.zen.com.tn/uploads/8_U2_A1811_0737ffab93.jpg,CHEMISE,2.0,"https://images.zen.com.tn/uploads/8_U2_A2181d_307f683c64.jpg, https://images.zen.com.tn/uploads/8_U2_A1820d_596216d6e6.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,H,Work/Professionnel
JUPE,https://www.zen.com.tn/fr/produit/4880-jupe,4880.0,24.95 TND49.90 TND,24.95,TND,https://images.zen.com.tn/uploads/8_U2_A1404_3c7ca5d796.jpg,JUPE,1.0,https://images.zen.com.tn/uploads/8_U2_A5877aa_1e88e38577.jpg,Skirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,A,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/5018-robe,5018.0,35.94 TND,35.94,TND,https://images.zen.com.tn/uploads/8_U2_A0302_71dc9ca755_f6b07866da.jpg,ROBE,3.0,"https://images.zen.com.tn/uploads/8_U2_A0432aa_a5e77780c9.jpg, https://images.zen.com.tn/uploads/8_U2_A0438aa_25b1e92498.jpg, https://images.zen.com.tn/uploads/8_U2_A0423aa_e70b97ede5.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,A,Soirée/Event
T SHIRT,https://www.zen.com.tn/fr/produit/5031-t-shirt,5031.0,20.93 TND29.90 TND,20.93,TND,https://images.zen.com.tn/uploads/8_U2_A0693_28898ed670.JPG,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A0693aa_ce634e4ab4.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
ROBE,https://www.zen.com.tn/fr/produit/5052-robe,5052.0,41.94 TND69.90 TND,41.94,TND,https://images.zen.com.tn/uploads/8_U2_A0095_a33e887550_20c081c870.jpg,ROBE,2.0,"https://images.zen.com.tn/uploads/8_U2_A0513aa_25a4874d8b.jpg, https://images.zen.com.tn/uploads/8_U2_A0518aa_55262910e9.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Soirée/Event
CHEMISE,https://www.zen.com.tn/fr/produit/5043-chemise,5043.0,47.94 TND,47.94,TND,https://images.zen.com.tn/uploads/8_U2_A0492_f2ff8589e0.JPG,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A0492aa_f88be2c759.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
PANTALON JEANS,https://www.zen.com.tn/fr/produit/5020-pantalon-jeans,5020.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A0249_f0a3fef98d.JPG,PANTALON JEANS,1.0,https://images.zen.com.tn/uploads/8_U2_A0249aa_ec0e5744b3.jpg,Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Casual
PANTALON,https://www.zen.com.tn/fr/produit/5027-pantalon,5027.0,53.94 TND89.90 TND,53.94,TND,https://images.zen.com.tn/uploads/8_U2_A1640_2d453b862f.jpg,PANTALON,3.0,"https://images.zen.com.tn/uploads/8_U2_A0297aa_7fd18eddd7.jpg, https://images.zen.com.tn/uploads/8_U2_A0280aa_f88999da9c.jpg, https://images.zen.com.tn/uploads/8_U2_A0288aa_1981c1da6d.jpg",Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/4994-robe,4994.0,99.90 TND,99.9,TND,https://images.zen.com.tn/uploads/8_U2_A0043_06926ca671.JPG,ROBE,2.0,"https://images.zen.com.tn/uploads/8_U2_A9850a_d034c96d07.jpg, https://images.zen.com.tn/uploads/8_U2_A9841a_9265abb6d3.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Soirée/Event
T SHIRT,https://www.zen.com.tn/fr/produit/5001-t-shirt,5001.0,20.93 TND29.90 TND,20.93,TND,https://images.zen.com.tn/uploads/8_U2_A0951_9ab92a3a9f.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A9983_12_a_2019a5b9c0.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
T SHIRT,https://www.zen.com.tn/fr/produit/5000-t-shirt,5000.0,15.54 TND25.90 TND,15.54,TND,https://images.zen.com.tn/uploads/8_U2_A0036_f2e033473e.jpg,T SHIRT,1.0,https://images.zen.com.tn/uploads/8_U2_A0131a_64328448a5.jpg,Other,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Casual
CHEMISE,https://www.zen.com.tn/fr/produit/4991-chemise,4991.0,47.94 TND,47.94,TND,https://images.zen.com.tn/uploads/8_U2_A9561_eaff660d3a.JPG,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A9575a_cbdfafa41f.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/4884-chemise,4884.0,47.94 TND79.90 TND,47.94,TND,https://images.zen.com.tn/uploads/8_U2_A0215_c5b3f608a7.jpg,CHEMISE,1.0,https://images.zen.com.tn/uploads/8_U2_A6174a_A_38f42150bc.jpg,Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,H,Work/Professionnel
CHEMISE,https://www.zen.com.tn/fr/produit/5009-chemise,5009.0,47.94 TND79.90 TND,47.94,TND,https://images.zen.com.tn/uploads/8_U2_A0235_6f11efd667.jpg,CHEMISE,3.0,"https://images.zen.com.tn/uploads/8_U2_A9709aa_de8cb0a1d7.jpg, https://images.zen.com.tn/uploads/8_U2_A9702aa_cef2cfb2f9.jpg, https://images.zen.com.tn/uploads/8_U2_A9716aa_36d2a07401.jpg",Shirt,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,H,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/4918-robe,4918.0,53.94 TND,53.94,TND,https://images.zen.com.tn/uploads/8_U2_A1658_009440576e.jpg,ROBE,1.0,https://images.zen.com.tn/uploads/8_U2_A6122aa_2674075de3.jpg,Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,A,Soirée/Event
TOP,https://www.zen.com.tn/fr/produit/4950-top,4950.0,15.54 TND25.90 TND,15.54,TND,https://images.zen.com.tn/uploads/8_U2_A2031_8b0ac01bc4_802ebcfa63.jpg,TOP,3.0,"https://images.zen.com.tn/uploads/8_U2_A8780a_c4cafefca8.jpg, https://images.zen.com.tn/uploads/8_U2_A8797a_a7238fe18e.jpg, https://images.zen.com.tn/uploads/8_U2_A9262a_d68da021de.jpg",Top,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,3,O,Work/Professionnel
ROBE,https://www.zen.com.tn/fr/produit/4957-robe,4957.0,71.94 TND119.90 TND,71.94,TND,https://images.zen.com.tn/uploads/8_U2_A9897_5482d04835.jpg,ROBE,2.0,"https://images.zen.com.tn/uploads/8_U2_A9899a_44789963c4.jpg, https://images.zen.com.tn/uploads/8_U2_A8944a_3d20f9ea18.jpg",Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,2,A,Soirée/Event
ROBE,https://www.zen.com.tn/fr/produit/4954-robe,4954.0,65.94 TND,65.94,TND,https://images.zen.com.tn/uploads/8_U2_A9886_7fd6e58e6f.jpg,ROBE,1.0,https://images.zen.com.tn/uploads/8_U2_A8927a_3c1d0ca45d.jpg,Dress,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,A,Soirée/Event
PANTALON,https://www.zen.com.tn/fr/produit/4709-pantalon,4709.0,48.93 TND69.90 TND,48.93,TND,https://images.zen.com.tn/uploads/8_U2_A2177_1596681297.jpg,PANTALON,1.0,https://images.zen.com.tn/uploads/8_U2_A9351aa_ac3caf34b6.jpg,Pants,2025-12-01 16:13:04,https://www.zen.com.tn/fr/tn/4-vetements-femme,Zen.com.tn,1,O,Work/Professionnel
